2.756382499987028 1.358281318586405 = 190.06805004078333 @ 28624 647274.8758792877 1
2.4963831324217605 1.9327039241637487 = 191.37044959806303 @ 3008 58633.79645347595 1
3.0884288169593725 2.348276475528905 = 196.64475009823786 @ 31322 707133.7306499481 1
3.207438362092085 1.9206410192014423 = 198.5292529705205 @ 15626 367432.0721626282 1
3.6373706055286528 -2.2587090250252713 = 196.97460453888365 @ 5536 123421.27871513367 1
2.6106742108649295 2.088078743428092 = 195.60466461596363 @ 34844 778976.3066768646 1
3.0783428418229 0.9564957338600455 = 190.6374755113047 @ 19716 458074.72038269043 1
-3.20969759039243 3.5060840342027806 = 187.77518552963335 @ 10540 247473.70862960815 1
3.4837972252599854 -2.1251944764730135 = 198.0226639318472 @ 10164 240453.3395767212 1
-3.615862695168335 -3.0895152282165066 = 197.82314559188737 @ 19510 454781.6994190216 1
3.2617643630676496 1.742832255574338 = 197.59916404952904 @ 47738 1040281.0459136963 1
-3.2652509305824324 -3.5992905064944347 = 177.2624997784564 @ 4038 86205.57951927185 1
-3.370335059618763 -3.4484368646514962 = 188.14175622609633 @ 13578 319434.36789512634 1
3.7800418374754137 -1.6280424791626598 = 196.9179052981881 @ 35866 801953.1109333038 1
2.640002240570006 2.3269547330277023 = 195.9858790454806 @ 3372 66669.75474357605 1
3.589887436381251 -2.311405565034851 = 196.08563650072756 @ 39778 882531.1303138733 1
3.802144426137933 -1.5339282380192856 = 195.5905888495334 @ 34848 779209.3069553375 1
-3.6497445344301775 -3.1289791198069237 = 198.60829663901532 @ 6986 157149.5077610016 1
3.5488083670940487 -1.8644112352345013 = 199.92628293457827 @ 39284 874864.2733097076 1
-2.9339734253521557 3.62684589695887 = 188.10601846813117 @ 43518 956891.3404941559 1
2.719697753277765 1.4357521751539428 = 190.3783818053957 @ 48858 1060948.9266872406 1
2.3264473104351553 2.2753299492547288 = 188.77499637870017 @ 8342 193660.07375717163 1
2.9854321104690036 2.509499671779867 = 194.6094752837021 @ 26658 605336.9588851929 1
-3.8324262246331573 -3.747066710447615 = 189.7046560461917 @ 43348 954005.3391456604 1
3.403435358210222 0.8263828453419545 = 189.52319911773031 @ 46572 1017527.5046825409 1
-4.065726879079884 -2.763722078316604 = 180.59874265325425 @ 3646 72763.37742805481 1
2.6154835091255606 2.313605509061694 = 195.65609539602087 @ 36024 809526.1681079865 1
3.7317997486714307 -1.5697473463865126 = 197.51311884033768 @ 38924 864500.1344680786 1
-2.68868320995052 2.763084619603783 = 194.76503425425364 @ 43522 956909.3744754791 1
-3.7305889867461137 -3.057817870033922 = 198.07491772513544 @ 18692 436755.42974472046 1
-3.384483980881654 -3.897088725606511 = 165.08313205779 @ 36750 821049.7796535492 1
3.0250734075637316 1.7628434947222529 = 199.24036335733547 @ 3558 70961.80057525635 1
3.349778014789181 1.595480473072031 = 195.4800697235907 @ 39370 876127.9535293579 1
3.716311001975815 -1.6750716091880333 = 198.48142473580597 @ 41546 917483.2661151886 1
-3.106945673729511 2.4384545629219607 = 181.49551957053666 @ 44788 981735.9519004822 1
3.304349919766811 2.1253987222793977 = 195.1464033284357 @ 37792 841528.0973911285 1
-3.5366695802353707 -3.2742079540130895 = 196.84685077812466 @ 47120 1030285.350561142 1
3.6218821896952735 -1.6925939852330107 = 199.5555848907872 @ 42880 941730.5524349213 1
3.81368722834239 -1.139383639846483 = 190.65182042959384 @ 27114 617368.7765598297 1
-2.683988331091637 2.9430915475413544 = 198.2273008326644 @ 27412 621923.5687255859 1
3.389740541768213 -1.9339971100012519 = 197.8989346625465 @ 26074 596060.6739521027 1
2.8637138727854263 2.5478184996626814 = 194.39037312401976 @ 20092 469114.48407173157 1
3.105279966717932 1.6377624349861164 = 198.45125981978495 @ 49034 1068398.1170654297 1
2.8237460511590124 2.205748605024071 = 198.85161415359127 @ 6846 154629.9958229065 1
2.8310123230792805 2.1787616955343574 = 199.01528312519872 @ 33266 748097.1438884735 1
3.10131822940936 1.6866851370708156 = 198.7966186525014 @ 6884 155392.99654960632 1
3.4346906446223753 -1.5991341068958174 = 198.3405168046598 @ 3736 74679.3737411499 1
-2.63498939931403 2.9317326430321153 = 197.65269311840373 @ 37436 836337.6357555389 1
3.7361661873816567 -1.968391556906557 = 198.64582520474448 @ 40026 890797.6942062378 1
-3.62193339377719 -3.4680096368346622 = 196.20409044918398 @ 30532 689596.941947937 1
3.478963553335597 -2.270677162786048 = 195.96394432052986 @ 24302 557404.5641422272 1
3.531701890881749 -1.737656428658224 = 199.72844894757904 @ 23400 537097.663640976 1
-3.420187715094592 -3.311027940231624 = 192.8758903243855 @ 24326 557858.0734729767 1
-3.516144971510057 -3.556603869909835 = 190.6384008367508 @ 11016 261135.8458995819 1
4.2595241275154185 -2.028128181811173 = 171.9478458111628 @ 49904 1081144.3104743958 1
